CustomerID,Age,Gender,State,Operator,SIMTenureMonths,RechargeAmount,RechargeFrequencyDays,DataUsageGB,CallMinutes,SMSUsage,PlanType,NetworkComplaints,DroppedCalls,LateRechargeDays,CustomerSupportCalls,SatisfactionScore,PortRequest,Churn
CUST02207,56,Male,Telangana,Airtel,14,499,30,23.98,174,45,Postpaid,0,13,1,0,4,No,No
CUST02208,30,Female,Rajasthan,Jio,18,149,45,15.66,1092,89,Prepaid,2,13,7,2,3,No,Yes
CUST02209,33,Male,Delhi,Airtel,58,149,35,15.71,590,59,Prepaid,0,1,0,1,4,No,No
CUST02210,28,Female,Gujarat,Airtel,29,799,28,30.25,509,16,Prepaid,0,10,3,0,4,No,Yes
CUST02211,18,Female,Uttar Pradesh,Airtel,48,399,60,32.0,540,86,Prepaid,1,9,3,1,4,No,No
CUST02212,47,Female,Tamil Nadu,Jio,15,1199,30,10.7,350,23,Postpaid,3,17,0,2,3,No,No
CUST02213,64,Male,Punjab,Jio,28,99,35,48.73,256,72,Prepaid,8,27,3,5,1,No,Yes
CUST02214,30,Female,Punjab,Vi,55,399,35,14.78,1118,61,Prepaid,0,13,0,0,5,Yes,No
CUST02215,25,Female,Uttar Pradesh,Vi,84,239,28,15.91,327,84,Prepaid,5,21,0,5,2,Yes,Yes
CUST02216,32,Male,Tamil Nadu,BSNL,2,999,30,45.03,426,41,Postpaid,1,7,7,3,4,No,Yes
CUST02217,36,Female,Tamil Nadu,Jio,6,239,60,8.38,1094,103,Prepaid,2,21,0,1,3,No,Yes
CUST02218,21,Male,Uttar Pradesh,Vi,40,99,28,26.45,737,47,Prepaid,0,4,0,1,3,No,No
CUST02219,29,Female,Maharashtra,Vi,4,999,28,31.05,740,68,Postpaid,0,4,18,0,3,No,Yes
CUST02220,47,Male,Karnataka,BSNL,102,199,28,33.41,256,178,Prepaid,3,14,6,2,3,No,No
CUST02221,37,Female,Maharashtra,Jio,3,1999,30,15.09,1822,110,Postpaid,5,15,0,5,1,No,Yes
CUST02222,50,Male,Maharashtra,Vi,85,199,21,24.99,231,25,Prepaid,2,7,0,2,4,No,No
CUST02223,39,Male,Gujarat,Jio,109,239,28,15.58,523,40,Prepaid,1,0,10,1,3,Yes,Yes
CUST02224,22,Male,Tamil Nadu,Airtel,54,99,28,18.36,1054,42,Prepaid,1,1,0,1,5,No,No
CUST02225,28,Male,West Bengal,Jio,69,299,45,18.55,232,49,Prepaid,0,9,6,1,4,No,No
CUST02226,38,Male,Tamil Nadu,Vi,3,299,28,37.74,2169,32,Prepaid,4,19,0,3,2,No,Yes
CUST02227,22,Male,Karnataka,Vi,13,299,28,32.4,1126,148,Prepaid,5,18,5,4,2,No,Yes
CUST02228,20,Female,Maharashtra,Jio,47,199,21,31.79,803,20,Prepaid,1,1,0,1,3,No,Yes
CUST02229,21,Male,Rajasthan,Airtel,15,799,21,67.86,482,54,Prepaid,0,3,1,0,5,No,No
CUST02230,41,Male,Karnataka,Jio,16,149,28,17.24,438,26,Prepaid,2,10,5,1,4,No,No
CUST02231,31,Female,Uttar Pradesh,Airtel,27,399,35,13.27,319,17,Prepaid,3,12,7,2,4,No,Yes
CUST02232,49,Male,Punjab,Jio,8,199,28,27.1,294,3,Prepaid,2,14,2,1,3,No,No
CUST02233,24,Female,Maharashtra,Jio,18,239,45,16.25,1195,78,Prepaid,2,6,3,2,3,No,No
CUST02234,18,Female,Gujarat,BSNL,4,239,45,28.93,119,4,Prepaid,2,7,10,2,3,No,No
CUST02235,33,Female,Tamil Nadu,Jio,22,239,28,9.93,218,31,Prepaid,4,13,0,2,2,Yes,Yes
CUST02236,55,Female,Punjab,Airtel,15,299,21,19.68,203,59,Prepaid,3,8,3,2,4,No,No
CUST02237,35,Female,West Bengal,BSNL,24,199,28,18.25,243,74,Prepaid,5,13,0,3,1,No,Yes
CUST02238,19,Male,Telangana,BSNL,35,299,35,27.66,1278,22,Prepaid,0,2,5,2,5,No,No
CUST02239,18,Male,Karnataka,Vi,81,199,21,45.82,683,6,Prepaid,0,9,5,0,5,No,No
CUST02240,49,Male,Punjab,Jio,15,799,21,17.78,1530,32,Prepaid,0,6,0,1,5,No,No
CUST02241,25,Female,Maharashtra,Vi,22,199,28,45.54,727,12,Prepaid,3,16,2,2,3,No,No
CUST02242,54,Male,Maharashtra,Jio,43,399,35,4.14,444,84,Prepaid,0,11,1,0,5,No,No
CUST02243,43,Female,Madhya Pradesh,BSNL,99,239,28,8.7,1286,123,Prepaid,1,7,22,2,4,No,No
CUST02244,26,Other,Kerala,Vi,2,799,30,23.16,729,37,Postpaid,5,14,3,3,2,No,Yes
CUST02245,49,Female,Maharashtra,Vi,113,199,28,55.21,771,57,Prepaid,1,14,1,5,3,No,No
CUST02246,24,Male,Maharashtra,Jio,43,599,21,30.82,606,73,Prepaid,0,4,14,1,5,No,No
CUST02247,18,Male,Maharashtra,Airtel,75,799,28,17.5,1617,84,Postpaid,1,9,7,2,3,No,No
CUST02248,25,Female,Maharashtra,Vi,32,199,35,35.4,1002,50,Prepaid,2,11,2,1,5,No,No
CUST02249,44,Female,Gujarat,Vi,47,99,28,10.61,1024,12,Prepaid,3,11,0,3,4,No,No
CUST02250,49,Male,Punjab,Jio,59,199,28,33.5,592,130,Prepaid,6,18,0,3,3,Yes,No
CUST02251,30,Male,Uttar Pradesh,BSNL,35,299,21,47.1,1470,85,Prepaid,2,9,0,2,3,No,Yes
CUST02252,18,Female,West Bengal,Jio,28,299,90,8.99,1690,43,Prepaid,10,28,1,6,1,No,Yes
CUST02253,18,Female,West Bengal,Airtel,11,239,28,23.12,305,35,Prepaid,2,8,4,2,3,No,No
CUST02254,22,Female,Rajasthan,Vi,32,199,14,25.74,258,69,Prepaid,2,8,3,1,4,No,No
CUST02255,19,Female,West Bengal,Jio,8,199,28,50.89,543,48,Prepaid,9,30,0,6,1,Yes,Yes
CUST02256,38,Male,Rajasthan,Jio,1,699,30,25.31,892,68,Postpaid,0,5,0,1,5,No,No
CUST02257,58,Male,Karnataka,Vi,107,99,28,35.53,371,56,Prepaid,1,0,2,3,4,No,No
CUST02258,45,Male,Rajasthan,Airtel,61,99,35,22.52,278,87,Prepaid,0,0,6,0,5,No,No
CUST02259,21,Male,Rajasthan,Jio,8,399,60,23.28,1228,66,Prepaid,2,0,1,2,4,No,No
CUST02260,27,Male,Madhya Pradesh,Vi,15,299,45,22.72,697,52,Prepaid,2,5,1,1,4,No,No
CUST02261,29,Female,Punjab,Vi,42,399,28,21.92,699,23,Prepaid,5,18,12,5,2,No,Yes
CUST02262,40,Female,Delhi,Airtel,95,149,28,9.76,1288,71,Prepaid,1,16,28,1,4,No,No
CUST02263,54,Female,West Bengal,Jio,104,399,28,9.02,675,95,Prepaid,1,0,1,2,4,No,No
CUST02264,29,Male,Maharashtra,Jio,44,699,35,54.29,467,235,Postpaid,2,17,7,1,4,No,No
CUST02265,53,Female,West Bengal,Vi,46,299,35,2.12,401,30,Prepaid,1,5,0,1,5,No,No
CUST02266,60,Female,Delhi,Airtel,99,149,45,25.84,356,58,Prepaid,3,14,4,3,3,Yes,No
CUST02267,31,Female,Maharashtra,Airtel,31,699,30,46.37,1639,81,Postpaid,2,16,1,1,4,No,Yes
CUST02268,30,Female,Delhi,Vi,5,199,21,24.87,185,44,Prepaid,0,1,5,1,4,No,No
CUST02269,31,Male,Uttar Pradesh,Airtel,107,199,28,52.35,433,9,Prepaid,7,13,5,5,1,No,No
CUST02270,36,Male,Maharashtra,Jio,26,599,60,11.08,293,154,Prepaid,0,0,7,3,5,No,No
CUST02271,31,Male,Kerala,BSNL,33,399,21,43.92,679,76,Prepaid,0,6,0,0,5,No,No
CUST02272,46,Male,Maharashtra,Airtel,3,239,28,21.22,659,57,Prepaid,2,10,4,1,5,No,No
CUST02273,18,Male,Kerala,Airtel,106,799,30,30.52,736,63,Postpaid,0,4,6,0,5,No,No
CUST02274,29,Female,Uttar Pradesh,BSNL,49,399,21,8.81,1013,31,Prepaid,4,12,8,2,3,No,No
CUST02275,39,Female,Karnataka,BSNL,94,239,28,13.56,550,9,Prepaid,2,13,2,2,4,No,No
CUST02276,45,Female,Delhi,Airtel,5,99,28,35.14,433,132,Prepaid,2,8,2,3,3,No,No
CUST02277,61,Female,West Bengal,Jio,89,99,35,11.74,436,9,Prepaid,1,5,5,2,4,No,No
CUST02278,20,Male,Rajasthan,Others,1,239,28,39.1,459,34,Prepaid,1,4,2,1,5,No,No
CUST02279,27,Female,Uttar Pradesh,Vi,19,99,28,50.2,360,9,Prepaid,2,8,18,2,4,Yes,Yes
CUST02280,18,Male,Delhi,Airtel,20,149,45,11.76,277,46,Prepaid,0,14,0,1,5,No,No
CUST02281,22,Male,Tamil Nadu,Airtel,10,199,28,6.83,893,151,Prepaid,1,16,1,2,4,No,No
CUST02282,18,Male,Punjab,Airtel,11,199,28,15.99,203,151,Prepaid,2,7,0,1,5,No,No
CUST02283,29,Male,Gujarat,BSNL,116,1499,30,13.1,196,109,Postpaid,0,14,0,0,4,Yes,No
CUST02284,32,Male,Delhi,Airtel,26,199,28,23.38,1682,106,Prepaid,6,17,4,3,3,No,Yes
CUST02285,41,Male,Karnataka,Vi,16,399,21,48.27,55,50,Prepaid,3,19,6,2,2,No,Yes
CUST02286,31,Male,West Bengal,Vi,51,239,21,47.95,1210,25,Prepaid,3,20,4,2,3,No,No
CUST02287,41,Other,West Bengal,Vi,21,399,28,25.39,1117,25,Prepaid,2,10,0,2,2,No,No
CUST02288,36,Male,Karnataka,Vi,10,599,28,8.34,878,3,Prepaid,1,7,10,1,5,Yes,No
CUST02289,23,Male,Maharashtra,Vi,79,99,35,19.37,315,16,Prepaid,6,22,25,5,1,No,Yes
CUST02290,18,Male,Maharashtra,Airtel,2,999,30,29.56,569,8,Postpaid,3,7,25,3,4,No,No
CUST02291,42,Female,Delhi,Jio,18,199,28,16.64,328,32,Prepaid,2,14,3,2,4,No,No
CUST02292,55,Male,Delhi,Vi,24,199,45,15.87,569,33,Prepaid,2,5,6,1,5,No,Yes
CUST02293,65,Male,Punjab,Airtel,47,799,35,33.56,731,14,Postpaid,1,3,1,1,4,No,No
CUST02294,46,Male,Tamil Nadu,Jio,2,239,28,41.06,2146,43,Prepaid,2,3,11,2,4,No,No
CUST02295,52,Male,Karnataka,Jio,4,149,28,12.82,249,8,Prepaid,2,10,0,1,5,No,No
CUST02296,41,Male,Telangana,Jio,20,399,28,6.07,298,12,Prepaid,1,0,1,1,5,No,No
CUST02297,39,Male,Tamil Nadu,Vi,95,199,28,12.59,321,70,Prepaid,1,12,2,2,4,No,No
CUST02298,36,Male,Rajasthan,Vi,6,599,60,24.83,1161,21,Prepaid,0,2,1,0,5,No,No
CUST02299,34,Male,Maharashtra,Jio,6,799,28,31.43,206,1,Prepaid,7,39,4,4,2,No,Yes
CUST02300,42,Male,Delhi,Vi,5,199,28,35.91,473,40,Prepaid,5,12,6,3,2,Yes,Yes
CUST02301,29,Female,Kerala,Jio,48,399,21,32.51,953,13,Prepaid,1,12,2,1,4,No,No
CUST02302,33,Male,Rajasthan,Vi,3,799,28,22.59,409,35,Prepaid,0,3,5,2,4,No,No
CUST02303,21,Male,Karnataka,Airtel,114,1199,28,35.78,739,27,Postpaid,0,3,0,0,5,No,No
CUST02304,41,Male,Uttar Pradesh,Vi,31,299,35,29.44,364,20,Prepaid,0,2,3,0,5,No,No
CUST02305,23,Female,Telangana,Airtel,16,239,21,69.54,1031,38,Prepaid,0,9,3,1,5,No,No
CUST02306,35,Male,Karnataka,Jio,45,99,45,8.15,1077,24,Prepaid,1,10,0,1,3,No,No
CUST02307,41,Male,Tamil Nadu,Vi,101,499,28,43.11,825,33,Prepaid,3,9,1,2,3,No,No
CUST02308,42,Female,Kerala,Jio,97,999,30,4.14,1615,13,Postpaid,4,18,10,2,3,No,Yes
CUST02309,44,Male,Gujarat,Others,36,299,35,48.68,765,34,Prepaid,0,2,0,0,5,No,No
CUST02310,32,Male,Uttar Pradesh,Airtel,24,199,28,4.01,381,20,Prepaid,2,7,4,1,4,No,No
CUST02311,41,Male,Uttar Pradesh,Airtel,19,199,45,50.92,436,68,Prepaid,0,4,13,1,4,No,No
CUST02312,29,Female,Uttar Pradesh,Airtel,31,1199,30,7.39,126,121,Postpaid,3,15,0,3,3,No,No
CUST02313,18,Male,Delhi,Jio,32,499,30,21.55,160,32,Postpaid,0,0,0,2,5,No,No
CUST02314,41,Female,Karnataka,Airtel,103,1499,45,40.63,1229,19,Postpaid,2,8,9,1,4,No,No
CUST02315,39,Other,Uttar Pradesh,Others,13,499,35,21.04,295,36,Prepaid,0,6,7,0,5,No,No
CUST02316,47,Male,Gujarat,Jio,16,299,28,54.76,400,9,Prepaid,2,14,10,2,4,No,No
CUST02317,35,Male,Delhi,Vi,19,299,35,33.75,191,24,Prepaid,0,0,8,0,5,No,No
CUST02318,18,Male,Gujarat,Airtel,1,299,45,7.62,170,11,Prepaid,1,3,16,3,4,No,Yes
CUST02319,34,Male,Maharashtra,Airtel,59,299,28,27.42,1129,15,Prepaid,1,13,1,2,5,No,No
CUST02320,46,Male,Punjab,Jio,58,239,21,8.99,471,44,Prepaid,3,12,1,2,2,No,No
CUST02321,41,Female,Delhi,Airtel,11,499,35,23.87,1239,33,Prepaid,3,16,6,2,3,No,No
CUST02322,33,Female,Punjab,Others,89,239,21,52.32,166,66,Prepaid,3,20,3,2,4,No,No
CUST02323,18,Female,Gujarat,Jio,23,999,45,28.28,1070,46,Postpaid,0,3,19,2,3,No,No
CUST02324,23,Male,Rajasthan,Airtel,116,499,21,22.79,33,12,Prepaid,0,0,3,0,5,No,No
CUST02325,41,Female,Gujarat,Airtel,6,99,14,4.38,491,104,Prepaid,2,9,3,1,4,No,No
CUST02326,18,Female,West Bengal,Airtel,37,239,45,6.48,429,133,Prepaid,5,17,1,4,2,No,No
CUST02327,31,Female,West Bengal,Airtel,108,299,45,25.53,163,62,Prepaid,8,12,15,4,1,No,Yes
CUST02328,35,Male,Maharashtra,Airtel,81,299,28,58.53,799,25,Prepaid,9,30,3,5,1,No,Yes
CUST02329,49,Female,Telangana,Jio,10,799,28,44.82,768,84,Postpaid,1,7,3,2,5,No,No
CUST02330,42,Male,Gujarat,BSNL,21,599,28,34.04,133,8,Prepaid,2,10,7,1,4,Yes,Yes
CUST02331,47,Male,Uttar Pradesh,Vi,28,799,30,30.72,206,28,Postpaid,0,7,1,0,4,No,No
CUST02332,39,Male,Punjab,Jio,32,999,45,18.01,1499,50,Postpaid,0,1,0,0,5,No,No
CUST02333,25,Female,Telangana,Airtel,43,199,28,42.48,587,29,Prepaid,2,21,8,1,3,No,No
CUST02334,28,Female,Kerala,Vi,9,1999,30,12.85,1265,6,Postpaid,3,4,12,2,5,No,No
CUST02335,24,Male,Karnataka,Others,1,1999,45,30.71,196,46,Postpaid,2,12,0,1,3,No,No
CUST02336,42,Male,Maharashtra,BSNL,5,399,28,33.36,745,44,Postpaid,6,23,0,3,3,No,No
CUST02337,27,Male,Gujarat,BSNL,32,799,30,48.39,827,37,Postpaid,1,1,21,2,5,No,No
CUST02338,30,Male,Tamil Nadu,Jio,48,999,30,37.56,429,74,Postpaid,0,10,2,1,5,No,No
CUST02339,35,Male,West Bengal,BSNL,37,239,35,14.5,1285,80,Prepaid,1,0,13,3,5,No,No
CUST02340,55,Male,Gujarat,Vi,36,149,35,16.1,1643,74,Prepaid,8,31,13,5,1,No,Yes
CUST02341,43,Female,Uttar Pradesh,Jio,21,999,30,49.74,1092,54,Postpaid,2,15,0,1,3,No,No
CUST02342,26,Male,Karnataka,Airtel,100,99,45,21.58,457,54,Prepaid,0,3,0,2,4,No,No
CUST02343,37,Male,Karnataka,Airtel,109,299,35,28.65,267,74,Prepaid,1,3,0,2,4,No,No
CUST02344,55,Male,Uttar Pradesh,Airtel,39,299,28,43.43,1170,78,Prepaid,5,18,1,3,3,No,No
CUST02345,42,Female,Tamil Nadu,Jio,43,199,60,16.31,513,42,Prepaid,2,10,1,1,4,Yes,Yes
CUST02346,18,Female,Madhya Pradesh,Jio,61,149,45,23.14,497,21,Prepaid,4,19,6,2,3,No,No
CUST02347,24,Female,Gujarat,Jio,24,399,14,18.24,190,136,Prepaid,0,6,0,0,5,No,No
CUST02348,23,Male,West Bengal,Airtel,6,399,45,12.0,371,54,Prepaid,1,13,1,2,4,No,No
CUST02349,52,Female,Maharashtra,Jio,4,599,28,12.89,204,86,Prepaid,3,14,7,2,3,No,No
CUST02350,50,Male,Gujarat,Vi,36,239,28,27.64,480,33,Prepaid,0,6,6,0,5,No,No
CUST02351,27,Female,Uttar Pradesh,Jio,36,239,60,9.53,377,80,Prepaid,3,23,0,2,2,Yes,Yes
CUST02352,27,Female,Madhya Pradesh,BSNL,39,699,30,25.34,421,146,Postpaid,1,11,8,1,4,No,No
CUST02353,36,Female,Karnataka,BSNL,113,1199,28,7.79,1171,25,Postpaid,3,7,0,3,3,No,No
CUST02354,36,Female,Karnataka,BSNL,116,239,28,54.12,1101,34,Prepaid,1,3,4,2,4,Yes,No
CUST02355,23,Female,Rajasthan,Vi,5,149,45,31.79,80,95,Prepaid,3,10,2,2,3,No,Yes
CUST02356,32,Male,Gujarat,Jio,27,499,21,27.44,190,26,Prepaid,1,10,0,1,5,No,No
CUST02357,18,Female,Madhya Pradesh,Airtel,5,239,14,11.48,643,65,Prepaid,5,27,16,4,1,Yes,Yes
CUST02358,50,Male,West Bengal,Jio,15,299,21,13.27,384,77,Prepaid,1,1,9,2,5,No,No
CUST02359,18,Male,Gujarat,Others,16,149,28,13.62,224,40,Prepaid,4,18,12,2,2,No,No
CUST02360,18,Male,Tamil Nadu,Jio,80,499,30,24.88,808,36,Postpaid,1,8,9,1,4,No,No
CUST02361,40,Male,West Bengal,Airtel,14,1499,30,30.08,179,58,Postpaid,1,4,3,1,4,No,No
CUST02362,20,Male,Karnataka,Vi,63,499,35,4.14,238,90,Prepaid,1,8,13,1,5,No,No
CUST02363,29,Male,Uttar Pradesh,BSNL,3,199,35,46.21,322,17,Prepaid,3,12,9,2,3,No,No
CUST02364,36,Male,Maharashtra,Vi,21,399,60,9.3,462,31,Prepaid,3,9,1,3,3,No,No
CUST02365,43,Male,Rajasthan,Airtel,119,199,21,33.09,438,34,Prepaid,2,7,2,1,4,No,No
CUST02366,32,Male,Gujarat,Airtel,54,199,28,41.98,648,10,Prepaid,1,0,0,2,4,No,No
CUST02367,56,Male,Madhya Pradesh,Airtel,32,99,45,8.02,1134,93,Prepaid,0,0,15,0,5,No,No
CUST02368,35,Male,Delhi,Jio,34,199,28,12.43,662,37,Prepaid,0,9,15,0,5,No,No
CUST02369,49,Male,Karnataka,BSNL,36,149,28,32.77,431,51,Prepaid,0,5,30,0,5,No,No
CUST02370,38,Female,Madhya Pradesh,Airtel,46,1199,30,44.84,666,55,Postpaid,2,0,12,3,4,No,No
CUST02371,61,Female,Maharashtra,Jio,114,99,28,36.7,739,135,Prepaid,0,0,2,0,5,No,No
CUST02372,48,Female,Delhi,BSNL,6,149,60,8.23,539,35,Prepaid,0,4,12,0,5,No,Yes
CUST02373,36,Female,Delhi,Airtel,4,499,30,28.84,345,30,Postpaid,2,9,2,4,3,Yes,Yes
CUST02374,43,Male,Karnataka,Vi,44,239,28,18.75,1264,85,Prepaid,3,21,8,3,2,No,Yes
CUST02375,32,Female,Telangana,Vi,58,999,30,22.58,479,122,Postpaid,0,0,0,0,4,No,No
CUST02376,32,Male,West Bengal,Vi,38,99,28,16.18,438,57,Prepaid,1,3,7,1,5,No,No
CUST02377,19,Male,Maharashtra,Jio,60,199,21,42.44,947,1,Prepaid,0,0,8,2,5,No,No
CUST02378,25,Female,Uttar Pradesh,Jio,35,599,21,17.77,437,7,Prepaid,0,4,7,1,5,No,No
CUST02379,60,Male,Tamil Nadu,Vi,31,299,45,35.6,276,111,Prepaid,2,0,0,1,4,No,No
CUST02380,21,Female,Telangana,BSNL,115,499,60,23.37,750,120,Prepaid,3,5,19,2,4,No,No
CUST02381,27,Female,Karnataka,Airtel,23,99,28,27.25,692,71,Prepaid,0,3,5,0,3,No,No
CUST02382,34,Female,Rajasthan,Airtel,24,99,21,33.35,582,43,Prepaid,1,14,26,2,5,No,No
CUST02383,34,Female,Tamil Nadu,Jio,69,399,45,26.97,327,118,Prepaid,1,2,1,1,4,No,No
CUST02384,40,Male,Tamil Nadu,Others,57,239,28,29.71,913,80,Prepaid,5,22,1,4,2,No,No
CUST02385,29,Male,Tamil Nadu,Jio,1,239,28,22.92,303,125,Prepaid,2,21,13,2,3,No,No
CUST02386,40,Female,Gujarat,Jio,8,199,90,37.93,811,25,Prepaid,4,7,7,2,3,No,No
CUST02387,49,Male,West Bengal,Airtel,8,699,28,25.63,1157,65,Postpaid,0,1,3,1,5,No,No
CUST02388,50,Female,Tamil Nadu,Jio,11,499,35,15.83,456,44,Prepaid,1,5,8,2,3,No,No
CUST02389,32,Female,Kerala,BSNL,13,499,28,22.78,698,20,Postpaid,2,18,4,1,4,Yes,Yes
CUST02390,42,Female,Karnataka,Jio,69,299,28,18.66,487,74,Prepaid,0,0,10,1,5,No,No
CUST02391,21,Male,Uttar Pradesh,Jio,65,239,28,19.91,418,24,Prepaid,0,0,0,1,4,No,No
CUST02392,26,Male,Kerala,Airtel,87,199,28,10.39,282,76,Prepaid,2,17,3,2,4,No,No
CUST02393,21,Male,Uttar Pradesh,Airtel,33,799,30,19.44,1275,3,Postpaid,0,9,16,1,5,No,No
CUST02394,34,Male,Telangana,Jio,17,499,30,7.23,1049,69,Postpaid,2,12,4,2,3,No,No
CUST02395,25,Female,Madhya Pradesh,Airtel,105,399,28,8.72,2473,14,Postpaid,0,5,0,0,5,Yes,No
CUST02396,18,Male,Delhi,Airtel,26,149,28,28.43,565,80,Prepaid,1,8,6,1,5,No,No
CUST02397,30,Male,Rajasthan,BSNL,18,799,28,18.91,75,127,Postpaid,2,12,0,1,4,No,No
CUST02398,18,Male,Gujarat,Jio,30,239,28,15.72,774,12,Prepaid,1,0,4,1,4,No,No
CUST02399,51,Female,Rajasthan,Others,46,99,45,50.97,397,41,Prepaid,0,3,7,0,5,No,No
CUST02400,28,Female,Gujarat,Airtel,5,239,28,24.4,851,42,Prepaid,6,17,2,4,1,No,Yes
CUST02401,47,Male,West Bengal,Jio,103,599,28,39.05,663,33,Prepaid,6,19,0,3,2,No,Yes
CUST02402,29,Male,Tamil Nadu,Jio,116,239,21,36.5,780,25,Prepaid,0,5,9,0,5,No,No
CUST02403,21,Male,Delhi,Airtel,17,499,21,15.9,2673,58,Prepaid,5,22,1,4,2,No,Yes
CUST02404,49,Male,Karnataka,Jio,1,499,21,49.12,733,26,Prepaid,0,2,2,2,4,Yes,No
CUST02405,36,Female,Punjab,Jio,78,239,28,56.72,565,39,Prepaid,0,0,1,1,5,No,No
CUST02406,58,Female,Maharashtra,Jio,47,799,28,23.34,521,32,Postpaid,2,12,3,1,4,Yes,No
CUST02407,29,Male,Maharashtra,Airtel,116,199,45,45.98,177,37,Prepaid,1,8,0,1,4,No,No
CUST02408,30,Male,Gujarat,Airtel,33,149,28,14.2,572,55,Prepaid,0,1,0,2,4,No,Yes
CUST02409,47,Other,Punjab,Jio,42,99,28,15.2,373,29,Prepaid,1,5,9,1,3,No,No
CUST02410,47,Male,Punjab,Airtel,73,699,45,2.92,453,55,Postpaid,0,1,0,0,4,No,No
CUST02411,37,Female,Uttar Pradesh,Vi,82,499,30,44.05,315,51,Postpaid,5,23,9,3,3,No,No
CUST02412,70,Male,Telangana,Jio,23,499,28,18.8,334,32,Prepaid,0,6,2,0,5,No,No
CUST02413,32,Male,Gujarat,BSNL,41,799,21,17.48,430,23,Prepaid,3,11,4,3,3,No,No
CUST02414,20,Male,Punjab,Airtel,79,799,28,26.24,637,146,Postpaid,0,13,0,2,3,No,No
CUST02415,23,Male,Gujarat,BSNL,72,499,30,74.03,785,22,Postpaid,2,15,27,1,4,No,No
CUST02416,32,Female,Maharashtra,Jio,39,99,28,20.24,874,20,Prepaid,2,12,5,3,2,Yes,Yes
CUST02417,53,Male,Maharashtra,Others,81,799,28,15.48,547,51,Prepaid,0,11,2,1,4,No,No
CUST02418,33,Male,Rajasthan,Airtel,1,499,30,17.94,952,65,Postpaid,3,9,0,2,4,No,No
CUST02419,54,Male,West Bengal,Airtel,28,299,21,36.08,1029,19,Prepaid,0,6,13,0,5,No,Yes
CUST02420,40,Male,Delhi,Airtel,120,199,28,2.96,1245,37,Prepaid,0,6,0,0,5,No,No
CUST02421,48,Male,Punjab,Jio,68,299,28,22.56,494,44,Prepaid,0,8,5,0,5,No,No
CUST02422,40,Male,Delhi,BSNL,81,499,21,42.06,812,66,Prepaid,6,31,11,3,2,No,Yes
CUST02423,40,Female,Gujarat,Airtel,37,299,45,23.34,372,17,Prepaid,1,10,7,1,5,No,No
CUST02424,44,Male,Tamil Nadu,Jio,37,699,30,30.75,233,45,Postpaid,4,16,0,2,2,Yes,No
CUST02425,28,Male,Uttar Pradesh,Jio,28,149,45,25.91,332,46,Prepaid,5,29,15,4,1,No,Yes
CUST02426,28,Female,Madhya Pradesh,Jio,29,499,28,35.52,645,58,Postpaid,2,11,22,1,4,No,Yes
CUST02427,39,Male,Tamil Nadu,Airtel,33,1199,45,11.4,146,102,Postpaid,7,23,5,4,1,No,Yes
CUST02428,58,Female,Rajasthan,Airtel,63,299,35,12.22,471,36,Prepaid,3,17,0,2,3,No,No
CUST02429,18,Male,Karnataka,Airtel,93,1199,45,15.15,248,36,Postpaid,3,20,1,2,2,No,No
CUST02430,18,Female,Uttar Pradesh,Jio,3,99,35,38.54,338,70,Prepaid,0,0,0,1,4,No,No
CUST02431,32,Female,Punjab,Airtel,39,399,21,21.66,541,75,Prepaid,6,18,0,4,2,No,Yes
CUST02432,47,Female,Maharashtra,Airtel,91,199,14,19.97,669,169,Prepaid,0,6,9,0,5,No,No
CUST02433,36,Other,Telangana,Jio,42,239,21,39.44,581,12,Prepaid,5,23,0,4,2,Yes,Yes
CUST02434,21,Male,Rajasthan,Jio,22,299,35,31.11,483,59,Prepaid,3,13,4,2,3,No,No
CUST02435,36,Female,Karnataka,Jio,30,99,60,61.54,159,64,Prepaid,2,0,5,3,4,No,No
CUST02436,18,Male,Kerala,BSNL,35,99,28,34.51,1672,50,Prepaid,1,15,0,1,5,No,No
CUST02437,43,Male,Tamil Nadu,Vi,56,149,45,21.5,1357,29,Prepaid,0,8,8,2,4,No,No
CUST02438,31,Male,Karnataka,Others,1,2499,28,27.1,332,5,Postpaid,6,27,1,3,2,Yes,No
CUST02439,34,Male,Gujarat,Jio,15,699,30,4.73,271,23,Postpaid,2,12,18,1,4,No,No
CUST02440,40,Male,Gujarat,Vi,17,299,28,32.61,1247,60,Prepaid,0,5,0,1,3,Yes,Yes
CUST02441,37,Male,Madhya Pradesh,Airtel,90,199,28,36.76,913,40,Prepaid,1,3,4,1,5,No,No
CUST02442,29,Male,Uttar Pradesh,Airtel,20,199,35,30.83,917,32,Prepaid,5,11,4,4,1,Yes,Yes
CUST02443,47,Female,Telangana,Jio,43,99,28,17.41,659,11,Prepaid,1,13,8,1,5,No,No
CUST02444,45,Female,Gujarat,Vi,21,799,35,22.22,628,33,Postpaid,2,5,7,2,2,No,Yes
CUST02445,18,Male,Maharashtra,BSNL,109,1999,30,34.47,219,54,Postpaid,3,20,0,3,3,No,No
CUST02446,32,Male,Maharashtra,Jio,11,299,28,33.62,387,77,Prepaid,0,5,0,0,4,No,No
CUST02447,22,Male,Tamil Nadu,Jio,88,499,21,12.14,195,18,Prepaid,4,16,7,3,2,No,Yes
CUST02448,20,Male,Punjab,Vi,22,499,28,32.96,307,11,Prepaid,2,9,2,2,4,No,Yes
